slide,species,tissue,pmid,title,abstract,keywords,involve_cancer,tech,spot_num,gene_num,gsm_id,gse_id,feat1_gsm,feat2_gse,pmid_set,feat3_pmid,feat4_title_score,feat4_title,feat5_tech,tissue_norm,feat6_fingerprint,confidence,overlap_label
GSE210616_GSM6433618,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,2207,36601,GSM6433618,GSE210616,False,False,{'36283023'},False,0.473,False,True,breast,True,0.4,POSSIBLE
GSE210616_GSM6433619,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,2196,36601,GSM6433619,GSE210616,False,False,{'36283023'},False,0.473,False,True,breast,True,0.4,POSSIBLE
GSE210616_GSM6433625,human,breast,36283023,Spatial Transcriptomic Analysis of a Diverse Patient Cohort Reveals a Conserved Architecture in Triple-Negative Breast Cancer,"Triple-negative breast cancer (TNBC) is an aggressive disease that disproportionately affects African American (AA) women. Limited targeted therapeutic options exist for patients with TNBC. Here, we employ spatial transcriptomics to interrogate tissue from a racially diverse TNBC cohort to comprehensively annotate the transcriptional states of spatially resolved cellular populations. A total of 38,706 spatial features from a cohort of 28 sections from 14 patients were analyzed. Intratumoral analysis of spatial features from individual sections revealed heterogeneous transcriptional substructures. However, integrated analysis of all samples resulted in nine transcriptionally distinct clusters that mapped across all individual sections. Furthermore, novel use of join count analysis demonstrated nonrandom directional spatial dependencies of the transcriptionally defined shared clusters, supporting a conserved spatio-transcriptional architecture in TNBC. These findings were substantiated in an independent validation cohort comprising 17,861 spatial features representing 15 samples from 8 patients. Stratification of samples by race revealed race-associated differences in hypoxic tumor content and regions of immune-rich infiltrate. Overall, this study combined spatial and functional molecular analyses to define the tumor architecture of TNBC, with potential implications in understanding TNBC disparities.

Significance: Spatial transcriptomics profiling of a diverse cohort of triple-negative breast cancers and innovative informatics approaches reveal a conserved cellular architecture across cancers and identify proportional differences in tumor cell composition by race.",,True,Visium,635,36601,GSM6433625,GSE210616,False,False,{'36283023'},False,0.473,False,True,breast,True,0.4,POSSIBLE
GSE211895_GSM6505133,human,pancreas,36452860,Assessment of spatial transcriptomics for oncology discovery,"Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.",biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.,True,Visium,2204,18035,GSM6505133,GSE211895,False,False,{'36452860'},False,0.559,False,True,pancreas,True,0.4,POSSIBLE
GSE211895_GSM6505134,human,pancreas,36452860,Assessment of spatial transcriptomics for oncology discovery,"Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.",biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.,True,Visium,3232,18035,GSM6505134,GSE211895,False,False,{'36452860'},False,0.559,False,True,pancreas,True,0.4,POSSIBLE
GSE211895_GSM6505135,human,pancreas,36452860,Assessment of spatial transcriptomics for oncology discovery,"Tumor heterogeneity is a major challenge for oncology drug discovery and development. Understanding of the spatial tumor landscape is key to identifying new targets and impactful model systems. Here, we test the utility of spatial transcriptomics (ST) for oncology discovery by profiling 40 tissue sections and 80,024 capture spots across a diverse set of tissue types, sample formats, and RNA capture chemistries. We verify the accuracy and fidelity of ST by leveraging matched pathology analysis, which provides a ground truth for tissue section composition. We then use spatial data to demonstrate the capture of key tumor depth features, identifying hypoxia, necrosis, vasculature, and extracellular matrix variation. We also leverage spatial context to identify relative cell-type locations showing the anti-correlation of tumor and immune cells in syngeneic cancer models. Lastly, we demonstrate target identification approaches in clinical pancreatic adenocarcinoma samples, highlighting tumor intrinsic biomarkers and paracrine signaling.",biomarkers; cancer biology; cancer genomics; digital pathology; genomics; oncology; pancreatic cancer; spatial genomics; spatial transcriptomics; tumors.,True,Visium,2261,18035,GSM6505135,GSE211895,False,False,{'36452860'},False,0.559,False,True,pancreas,True,0.4,POSSIBLE
GSE213688_GSM6592049,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1848,36601,GSM6592049,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592050,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,2417,36601,GSM6592050,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592051,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1564,36601,GSM6592051,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592052,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,2104,36601,GSM6592052,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592053,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1731,36601,GSM6592053,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592054,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,1596,36601,GSM6592054,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592057,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,370,36601,GSM6592057,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592059,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,2657,36601,GSM6592059,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592061,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,3037,36601,GSM6592061,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213688_GSM6592062,human,breast,37813278,Spatial Transcriptomics Reveal Pitfalls and Opportunities for the Detection of Rare High-Plasticity Breast Cancer Subtypes,"Breast cancer is one of the most prominent types of cancers, in which therapeutic resistance is a major clinical concern. Specific subtypes, such as claudin-low and metaplastic breast carcinoma (MpBC), have been associated with high nongenetic plasticity, which can facilitate resistance. The similarities and differences between these orthogonal subtypes, identified by molecular and histopathological analyses, respectively, remain insufficiently characterized. Furthermore, adequate methods to identify high-plasticity tumors to better anticipate resistance are lacking. Here, we analyzed 11 triple-negative breast tumors, including 3 claudin-low and 4 MpBC, via high-resolution spatial transcriptomics. We combined pathological annotations and deconvolution approaches to precisely identify tumor spots, on which we performed signature enrichment, differential expression, and copy number analyses. We used The Cancer Genome Atlas and Cancer Cell Line Encyclopedia public databases for external validation of expression markers. By focusing our spatial transcriptomic analyses on tumor cells in MpBC samples, we bypassed the negative impact of stromal contamination and identified specific markers that are neither expressed in other breast cancer subtypes nor expressed in stromal cells. Three markers (BMPER, POPDC3, and SH3RF3) were validated in external expression databases encompassing bulk tumor material and stroma-free cell lines. We unveiled that existing bulk expression signatures of high-plasticity breast cancers are relevant in mesenchymal transdifferentiated compartments but can be hindered by abundant stromal cells in tumor samples, negatively impacting their clinical applicability. Spatial transcriptomic analyses constitute powerful tools to identify specific expression markers and could thus enhance diagnosis and clinical care of rare high-plasticity breast cancers.",diagnostic markers; integrative approaches; plasticity; rare subtypes; spatial transcriptomics.,True,Visium,2700,36601,GSM6592062,GSE213688,False,False,{'37813278'},False,0.487,False,True,breast,True,0.4,POSSIBLE
GSE213699_GSM6592131,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,3356,16129,GSM6592131,GSE213699,False,False,{'36249907'},False,0.356,False,True,ovary,True,0.4,POSSIBLE
GSE213699_GSM6592132,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,2272,15848,GSM6592132,GSE213699,False,False,{'36249907'},False,0.356,False,True,ovary,True,0.4,POSSIBLE
GSE213699_GSM6592133,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,2254,14799,GSM6592133,GSE213699,False,False,{'36249907'},False,0.356,False,True,ovary,True,0.4,POSSIBLE
GSE213699_GSM6592135,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,2142,15005,GSM6592135,GSE213699,False,False,{'36249907'},False,0.356,False,True,ovary,True,0.4,POSSIBLE
GSE213699_GSM6592138,human,ovary,36249907,Small cell carcinoma of the ovary hypercalcemic type (SCCOHT): A review and novel case with dual germline SMARCA4 and BRCA2 mutations,"Small cell carcinoma of the ovary hypercalcemic type (SCCOHT) is a rare and aggressive disease. While classically linked to mutations in SMARCA4, we describe a case in a patient with both SMARCA4 and BRCA2 germline mutations. We describe her disease presentation, histopathology and treatment with adjuvant systemic chemotherapy, interval hyperthermic intraperitoneal chemotherapy, high dose chemotherapy with stem cell rescue, and maintenance with a poly-ADP-ribose polymerase inhibitor (PARPi). Additionally, we share spatial transcriptomics completed on original tumor.",PARP inhibitor; Small cell carcinoma of the ovary; Transcriptomics.,True,Visium,4156,15454,GSM6592138,GSE213699,False,False,{'36249907'},False,0.356,False,True,ovary,True,0.4,POSSIBLE
